id,name,category,description,price
1378,Resistance Welding Product 1378,Resistance Welding,High-quality resistance welding solution designed for industrial use.,7110.52
1379,Resistance Welding Product 1379,Resistance Welding,High-quality resistance welding solution designed for industrial use.,2341.25
1380,Gear Technology Product 1380,Gear Technology,High-quality gear technology solution designed for industrial use.,3182.37
1381,Gear Technology Product 1381,Gear Technology,High-quality gear technology solution designed for industrial use.,3661.45
1382,Gear Technology Product 1382,Gear Technology,High-quality gear technology solution designed for industrial use.,15175.05
1383,Mobile Robotics Product 1383,Mobile Robotics,High-quality mobile robotics solution designed for industrial use.,4171.8
1384,Gear Technology Product 1384,Gear Technology,High-quality gear technology solution designed for industrial use.,2426.17
1385,Mobile Hydraulics and Electronics Product 1385,Mobile Hydraulics and Electronics,High-quality mobile hydraulics and electronics solution designed for industrial use.,6268.09
1386,Linear Motion Technology Product 1386,Linear Motion Technology,High-quality linear motion technology solution designed for industrial use.,16408.97
1387,Moulding and Casting Technologies Product 1387,Moulding and Casting Technologies,High-quality moulding and casting technologies solution designed for industrial use.,17616.28
1388,Tightening Technology Product 1388,Tightening Technology,High-quality tightening technology solution designed for industrial use.,5601.63
1389,Electric Drives and Controls Product 1389,Electric Drives and Controls,High-quality electric drives and controls solution designed for industrial use.,4792.25
1390,Gear Technology Product 1390,Gear Technology,High-quality gear technology solution designed for industrial use.,2716.84
1391,Assembly Technology Product 1391,Assembly Technology,High-quality assembly technology solution designed for industrial use.,7929.52
1392,Tightening Technology Product 1392,Tightening Technology,High-quality tightening technology solution designed for industrial use.,8465.17
1393,Mobile Robotics Product 1393,Mobile Robotics,High-quality mobile robotics solution designed for industrial use.,11719.77
1394,Mobile Hydraulics and Electronics Product 1394,Mobile Hydraulics and Electronics,High-quality mobile hydraulics and electronics solution designed for industrial use.,18848.92
1395,Industrial Hydraulics Product 1395,Industrial Hydraulics,High-quality industrial hydraulics solution designed for industrial use.,18463.78
1396,Moulding and Casting Technologies Product 1396,Moulding and Casting Technologies,High-quality moulding and casting technologies solution designed for industrial use.,11906.94
1397,Industrial Hydraulics Product 1397,Industrial Hydraulics,High-quality industrial hydraulics solution designed for industrial use.,13357.59
1398,Assembly Technology Product 1398,Assembly Technology,High-quality assembly technology solution designed for industrial use.,17290.46
1399,Linear Motion Technology Product 1399,Linear Motion Technology,High-quality linear motion technology solution designed for industrial use.,2172.13
1400,Tightening Technology Product 1400,Tightening Technology,High-quality tightening technology solution designed for industrial use.,15765.77
1401,Gear Technology Product 1401,Gear Technology,High-quality gear technology solution designed for industrial use.,18785.77
1402,Moulding and Casting Technologies Product 1402,Moulding and Casting Technologies,High-quality moulding and casting technologies solution designed for industrial use.,10826.64
1403,Mobile Hydraulics and Electronics Product 1403,Mobile Hydraulics and Electronics,High-quality mobile hydraulics and electronics solution designed for industrial use.,1901.65
1404,Industrial Hydraulics Product 1404,Industrial Hydraulics,High-quality industrial hydraulics solution designed for industrial use.,5300.23
1405,Assembly Technology Product 1405,Assembly Technology,High-quality assembly technology solution designed for industrial use.,2424.32
1406,Gear Technology Product 1406,Gear Technology,High-quality gear technology solution designed for industrial use.,7698.72
1407,Electric Drives and Controls Product 1407,Electric Drives and Controls,High-quality electric drives and controls solution designed for industrial use.,7559.84
1408,Industrial Hydraulics Product 1408,Industrial Hydraulics,High-quality industrial hydraulics solution designed for industrial use.,17011.23
1409,Gear Technology Product 1409,Gear Technology,High-quality gear technology solution designed for industrial use.,4193.0
1410,Hägglunds Product 1410,Hägglunds,High-quality hägglunds solution designed for industrial use.,7806.59
1411,Mobile Robotics Product 1411,Mobile Robotics,High-quality mobile robotics solution designed for industrial use.,4520.25
1412,Industrial Hydraulics Product 1412,Industrial Hydraulics,High-quality industrial hydraulics solution designed for industrial use.,1942.77
1413,Tightening Technology Product 1413,Tightening Technology,High-quality tightening technology solution designed for industrial use.,10431.94
1414,Tightening Technology Product 1414,Tightening Technology,High-quality tightening technology solution designed for industrial use.,4626.23
1415,Moulding and Casting Technologies Product 1415,Moulding and Casting Technologies,High-quality moulding and casting technologies solution designed for industrial use.,14237.66
1416,Mobile Hydraulics and Electronics Product 1416,Mobile Hydraulics and Electronics,High-quality mobile hydraulics and electronics solution designed for industrial use.,13332.96
1417,Hägglunds Product 1417,Hägglunds,High-quality hägglunds solution designed for industrial use.,17539.15
1418,Gear Technology Product 1418,Gear Technology,High-quality gear technology solution designed for industrial use.,5837.0
1419,Linear Motion Technology Product 1419,Linear Motion Technology,High-quality linear motion technology solution designed for industrial use.,14598.67
1420,Tightening Technology Product 1420,Tightening Technology,High-quality tightening technology solution designed for industrial use.,11622.12
1421,Tightening Technology Product 1421,Tightening Technology,High-quality tightening technology solution designed for industrial use.,18901.74
1422,Linear Motion Technology Product 1422,Linear Motion Technology,High-quality linear motion technology solution designed for industrial use.,3506.08
1423,Mobile Robotics Product 1423,Mobile Robotics,High-quality mobile robotics solution designed for industrial use.,13522.76
1424,Gear Technology Product 1424,Gear Technology,High-quality gear technology solution designed for industrial use.,3522.59
1425,Assembly Technology Product 1425,Assembly Technology,High-quality assembly technology solution designed for industrial use.,16263.86
1426,Hägglunds Product 1426,Hägglunds,High-quality hägglunds solution designed for industrial use.,13657.37
1427,Assembly Technology Product 1427,Assembly Technology,High-quality assembly technology solution designed for industrial use.,2370.83
1428,Industrial Hydraulics Product 1428,Industrial Hydraulics,High-quality industrial hydraulics solution designed for industrial use.,16083.0
1429,Mobile Robotics Product 1429,Mobile Robotics,High-quality mobile robotics solution designed for industrial use.,12819.88
1430,Mobile Robotics Product 1430,Mobile Robotics,High-quality mobile robotics solution designed for industrial use.,1028.31
1431,Gear Technology Product 1431,Gear Technology,High-quality gear technology solution designed for industrial use.,17000.52
1432,Industrial Hydraulics Product 1432,Industrial Hydraulics,High-quality industrial hydraulics solution designed for industrial use.,7408.59
1433,Resistance Welding Product 1433,Resistance Welding,High-quality resistance welding solution designed for industrial use.,5144.79
